date,book,equity
2026-07-27T17:30,piggyback_4,99952.09
2026-07-27T18:30,piggyback_4,100130.73
2026-07-27T19:30,piggyback_4,100102.8
2026-07-27T23:03,piggyback_4,100112.73
2026-07-28T02:37,piggyback_4,100112.73
2026-07-28T05:48,piggyback_4,100112.73
2026-07-28T08:36,piggyback_4,100112.73
2026-07-28T11:19,piggyback_4,100112.73
2026-07-28T13:30,piggyback_4,100037.39
2026-07-28T14:30,piggyback_4,100328.36
2026-07-28T15:30,piggyback_4,100330.92
2026-07-28T16:30,piggyback_4,100359.21
2026-07-28T17:30,piggyback_4,100267.59
2026-07-28T18:30,piggyback_4,100336.97
2026-07-28T19:30,piggyback_4,100284.18
