Date,pairs_cointegration
2007-05-22,0.0
2007-05-23,0.0
2007-05-24,0.0
2007-05-25,0.0
2007-05-29,0.0
2007-05-30,0.0
2007-05-31,0.0
2007-06-01,0.0
2007-06-04,0.0
2007-06-05,0.0
2007-06-06,0.0
2007-06-07,0.0
2007-06-08,0.0
2007-06-11,0.0
2007-06-12,0.0
2007-06-13,0.0
2007-06-14,0.0
2007-06-15,0.0
2007-06-18,0.0
2007-06-19,0.0
2007-06-20,0.0
2007-06-21,0.0
2007-06-22,0.0
2007-06-25,0.0
2007-06-26,0.0
2007-06-27,0.0
2007-06-28,0.0
2007-06-29,0.0
2007-07-02,0.0
2007-07-03,0.0
2007-07-05,0.0
2007-07-06,0.0
2007-07-09,0.0
2007-07-10,0.0
2007-07-11,0.0
2007-07-12,0.0
2007-07-13,0.0
2007-07-16,0.0
2007-07-17,0.0
2007-07-18,0.0
2007-07-19,0.0
2007-07-20,0.0
2007-07-23,0.0
2007-07-24,0.0
2007-07-25,-0.011253826604317858
2007-07-26,-0.011497622025843935
2007-07-27,-0.010610732917536673
2007-07-30,0.005647598514022558
2007-07-31,0.0028749332581696823
2007-08-01,-0.004693655234554712
2007-08-02,0.005362225263215249
2007-08-03,-0.004917609300180703
2007-08-06,0.0018630683484932371
2007-08-07,0.0023615765534200747
2007-08-08,0.007000053428262949
2007-08-09,0.00016008215209771753
2007-08-10,0.0029552080471925467
2007-08-13,0.0013847999187543856
2007-08-14,-0.010839431403923912
2007-08-15,0.005924062681388786
2007-08-16,0.00812185324407225
2007-08-17,0.004652515783449001
2007-08-20,-0.011859024839115762
2007-08-21,-0.004697798622803098
2007-08-22,0.0027550320126769187
2007-08-23,0.0030140803853167014
2007-08-24,-0.0004445126960179313
2007-08-27,0.0058637727688358714
2007-08-28,-0.009080930468807182
2007-08-29,0.005855294961731042
2007-08-30,-0.0012341712136880957
2007-08-31,0.0012046014711103352
2007-09-04,0.005569229072550758
2007-09-05,-0.0006893579181960342
2007-09-06,0.0
2007-09-07,0.0
2007-09-10,0.0
2007-09-11,0.0
2007-09-12,0.0
2007-09-13,0.0
2007-09-14,0.0
2007-09-17,0.0
2007-09-18,0.0
2007-09-19,0.0
2007-09-20,0.009335084451542236
2007-09-21,0.0028435168026235565
2007-09-24,0.0012420891369068897
2007-09-25,-0.001483081902320931
2007-09-26,0.003583642168752305
2007-09-27,0.00343359399233812
2007-09-28,-0.0005506785095712259
2007-10-01,-0.007135349397753025
2007-10-02,-0.0016287428209106802
2007-10-03,0.006001013489707165
2007-10-04,0.0048744806305537096
2007-10-05,-0.0036313650985918817
2007-10-08,0.0014702706181575857
2007-10-09,-0.003952922642138389
2007-10-10,0.0032590206932873013
2007-10-11,0.001095585815850134
2007-10-12,-0.004972848169030735
2007-10-15,0.0004594373168816307
2007-10-16,0.0030296081899337628
2007-10-17,0.009158404509320074
2007-10-18,0.0002731422906085281
2007-10-19,0.00713093100419308
2007-10-22,-0.000616136102659845
2007-10-23,0.0
2007-10-24,0.0
2007-10-25,0.0
2007-10-26,0.0
2007-10-29,0.0
2007-10-30,0.0
2007-10-31,0.0
2007-11-01,0.0
2007-11-02,0.0
2007-11-05,0.0
2007-11-06,0.0
2007-11-07,0.0
2007-11-08,0.0
2007-11-09,0.0
2007-11-12,0.0
2007-11-13,0.0
2007-11-14,0.0
2007-11-15,0.0
2007-11-16,0.0
2007-11-19,0.0
2007-11-20,0.0
2007-11-21,0.0
2007-11-23,0.002268320682633943
2007-11-26,-0.007376722000589563
2007-11-27,0.0063739442739998405
2007-11-28,0.008814802842585274
2007-11-29,-0.00022840744675287132
2007-11-30,-0.001356617269078089
2007-12-03,0.004258751199504886
2007-12-04,-0.0020174470557054267
2007-12-05,-0.0028320363860094996
2007-12-06,0.00874982283245814
2007-12-07,0.005291343817562202
2007-12-10,-0.0005406092828463523
2007-12-11,0.0
2007-12-12,0.0
2007-12-13,0.0
2007-12-14,0.0
2007-12-17,0.0
2007-12-18,0.0
2007-12-19,0.0
2007-12-20,0.0
2007-12-21,0.0
2007-12-24,0.0
2007-12-26,0.0
2007-12-27,0.0
2007-12-28,0.0
2007-12-31,0.0
2008-01-02,0.0
2008-01-03,0.00030923193660490093
2008-01-04,-0.005138263076597653
2008-01-07,-0.00241540670220926
2008-01-08,-0.0019439843635640657
2008-01-09,-0.004453853312873014
2008-01-10,0.005333214908057335
2008-01-11,-0.002962871794433748
2008-01-14,0.0005275360089610001
2008-01-15,-0.0016333757293491584
2008-01-16,0.00023839727348819932
2008-01-17,-0.006192051598578744
2008-01-18,0.004954946261522035
2008-01-22,-0.004781915707950516
2008-01-23,0.000271857022727445
2008-01-24,0.011134583916172672
2008-01-25,-0.005160337410311193
2008-01-28,-0.0021169824139325474
2008-01-29,0.00139215454336353
2008-01-30,0.002020451352236063
2008-01-31,-0.000758540424176653
2008-02-01,-0.002043310977598914
2008-02-04,0.0015696179190950869
2008-02-05,-0.005941910295048099
2008-02-06,0.0019340908327413668
2008-02-07,0.004077321965377492
2008-02-08,-0.00587737467458823
2008-02-11,-0.005625358091931404
2008-02-12,0.002651178843156791
2008-02-13,0.0040237034921167805
2008-02-14,0.003611385804683582
2008-02-15,-0.0029335169540417386
2008-02-19,0.002605539040377605
2008-02-20,0.0001859469416026885
2008-02-21,-0.0017221350265728666
2008-02-22,0.0029936533441385377
2008-02-25,0.005223799786680671
2008-02-26,-0.00038980066745906706
2008-02-27,0.00041007651208753627
2008-02-28,-0.004897931711765151
2008-02-29,-0.005750913894009656
2008-03-03,0.00016057746108023605
2008-03-04,0.0025341433454385076
2008-03-05,0.005600573233510707
2008-03-06,-0.0009471527358202094
2008-03-07,-0.00016798955007812883
2008-03-10,-0.001369102004511165
2008-03-11,0.008147545696016948
2008-03-12,-0.000606254475067912
2008-03-13,0.0
2008-03-14,0.0
2008-03-17,0.0
2008-03-18,0.0
2008-03-19,0.0
2008-03-20,0.0
2008-03-24,0.0
2008-03-25,0.0
2008-03-26,0.0
2008-03-27,0.0
2008-03-28,0.0
2008-03-31,0.0
2008-04-01,0.0
2008-04-02,0.0
2008-04-03,0.0
2008-04-04,0.0
2008-04-07,0.0
2008-04-08,0.0
2008-04-09,0.0
2008-04-10,0.0
2008-04-11,0.0
2008-04-14,0.0
2008-04-15,0.0
2008-04-16,0.0
2008-04-17,0.00018754626970930396
2008-04-18,-0.0020000438122851774
2008-04-21,-0.0007574062533048839
2008-04-22,-0.0021869139843648513
2008-04-23,-0.0010126827521170889
2008-04-24,-0.0009963046430386702
2008-04-25,-0.003015162835871797
2008-04-28,-0.0012346727173762387
2008-04-29,0.0038133310499781593
2008-04-30,0.002589530352880696
2008-05-01,-0.010972688451364128
2008-05-02,0.002661341507873746
2008-05-05,0.0017405346248008597
2008-05-06,0.0002916723773806343
2008-05-07,0.0011664592529787303
2008-05-08,0.003916060740876787
2008-05-09,-0.0012745644036814446
2008-05-12,0.00020027108369159152
2008-05-13,-0.003293164362600601
2008-05-14,0.001199533309264406
2008-05-15,0.002556243654314503
2008-05-16,-0.0016870548171787712
2008-05-19,-0.0022931883089094963
2008-05-20,0.0014015997991811162
2008-05-21,-0.0016946503106590918
2008-05-22,-0.006213035756766146
2008-05-23,0.006505864536595745
2008-05-27,-0.00039607313716129007
2008-05-28,-0.00700463003141819
2008-05-29,-0.0023962806851153258
2008-05-30,0.0024184126060094097
2008-06-02,0.007110603984443923
2008-06-03,0.001998273613421179
2008-06-04,-0.001323880090610739
2008-06-05,-0.005880112719627443
2008-06-06,0.004826583427551726
2008-06-09,-0.002478762601790745
2008-06-10,-0.004318019393490588
2008-06-11,-0.00015767961694674562
2008-06-12,-0.005098551793148459
2008-06-13,-0.00654331361092588
2008-06-16,0.011426082079672406
2008-06-17,0.0011827042083254055
2008-06-18,0.002142767945592596
2008-06-19,0.00029378462543105336
2008-06-20,0.0028155989597187705
2008-06-23,0.0019502026212444357
2008-06-24,0.0021222855602432184
2008-06-25,-0.0006569211174447554
2008-06-26,0.0
2008-06-27,0.0
2008-06-30,0.0
2008-07-01,0.0
2008-07-02,0.0
2008-07-03,0.0
2008-07-07,0.0
2008-07-08,0.0
2008-07-09,-0.003424903898787012
2008-07-10,0.005163835772554155
2008-07-11,0.004952559451537858
2008-07-14,-0.0019175100721444806
2008-07-15,-0.009889030815510588
2008-07-16,0.007929694783832202
2008-07-17,0.004311531291047305
2008-07-18,0.011105764658784193
2008-07-21,-0.0006722322372696063
2008-07-22,0.0
2008-07-23,0.0
2008-07-24,0.0
2008-07-25,0.0
2008-07-28,0.0
2008-07-29,0.0
2008-07-30,0.0
2008-07-31,0.0
2008-08-01,0.0
2008-08-04,0.0
2008-08-05,0.0
2008-08-06,0.0
2008-08-07,0.0
2008-08-08,0.0
2008-08-11,0.0
2008-08-12,0.0
2008-08-13,0.0
2008-08-14,0.0
2008-08-15,0.0
2008-08-18,0.0
2008-08-19,0.0
2008-08-20,0.0
2008-08-21,0.0
2008-08-22,0.0
2008-08-25,0.0
2008-08-26,0.0
2008-08-27,0.0
2008-08-28,0.0
2008-08-29,0.0
2008-09-02,0.0
2008-09-03,0.0
2008-09-04,0.0
2008-09-05,0.0
2008-09-08,0.0
2008-09-09,0.0
2008-09-10,0.0
2008-09-11,0.0
2008-09-12,0.0
2008-09-15,0.0
2008-09-16,0.03671923742038538
2008-09-17,-0.0006298587086073587
2008-09-18,0.0
2008-09-19,0.0
2008-09-22,0.0015369658079782368
2008-09-23,-0.0006541120444524553
2008-09-24,-0.002600821713672784
2008-09-25,0.006549384669122309
2008-09-26,-0.0064410517596328876
2008-09-29,-0.006466928216951913
2008-09-30,0.012130966682453054
2008-10-01,-0.005874771846816315
2008-10-02,0.0019805404195035415
2008-10-03,0.0005003854685988409
2008-10-06,0.003973591378694984
2008-10-07,0.0053192794278655664
2008-10-08,-0.00014978415304270338
2008-10-09,0.0002976418142512905
2008-10-10,-0.0018619075756289565
2008-10-13,0.009263110498001327
2008-10-14,0.0027656879595630954
2008-10-15,-0.00012148501756517095
2008-10-16,0.0
2008-10-17,-0.0003163209930227133
2008-10-20,-0.0017980833120996216
2008-10-21,-0.0018996268383683636
2008-10-22,0.0005805919571436963
2008-10-23,0.0010233761842927654
2008-10-24,-0.0032057967017577018
2008-10-27,-0.004634280576061341
2008-10-28,0.002036805130571703
2008-10-29,0.002615518504301083
2008-10-30,0.0037627291625251403
2008-10-31,0.0005635270264788975
2008-11-03,-0.00021914646531052807
2008-11-04,0.00027566835611418487
2008-11-05,-0.003313647448756098
2008-11-06,-0.0008711293153601077
2008-11-07,0.0019483448189110354
2008-11-10,-4.236558674329839e-05
2008-11-11,-0.0005878275410360191
2008-11-12,-0.0014081352626454057
2008-11-13,0.0003300652708003526
2008-11-14,-0.001208017835443424
2008-11-17,-0.0024822456307530797
2008-11-18,-0.0022831790166418483
2008-11-19,-0.0036456047915418514
2008-11-20,-0.0019515987173359436
2008-11-21,-0.0004749094792061658
2008-11-24,0.0010054027815407116
2008-11-25,0.0004355195423608447
2008-11-26,0.002970474245035869
2008-11-28,-8.113043551912819e-06
2008-12-01,-0.004006079393248211
2008-12-02,0.00010647726744328394
2008-12-03,-0.0008601992353378953
2008-12-04,-0.0006976412412634858
2008-12-05,0.0008997227772014156
2008-12-08,-0.0001547713900585286
2008-12-09,-0.0015866062325519494
2008-12-10,-0.00037174189844530007
2008-12-11,-0.0012231874384818348
2008-12-12,0.0006643895705091667
2008-12-15,-0.0005257572251337478
2008-12-16,-0.0008543013504620747
2008-12-17,0.0007116500280188758
2008-12-18,0.0028715751475232192
2008-12-19,0.0013479808735807465
2008-12-22,0.0025234355972083766
2008-12-23,0.0010373218604224413
2008-12-24,-0.0021366740798779956
2008-12-26,0.0016650059594390284
2008-12-29,8.119250994425841e-05
2008-12-30,-0.0015662680077606814
2008-12-31,0.00032167407359426077
2009-01-02,0.0018852847891150301
2009-01-05,0.004011873647919194
2009-01-06,-0.00016745023721986181
2009-01-07,0.0
2009-01-08,0.0
2009-01-09,0.0
2009-01-12,0.0
2009-01-13,0.0
2009-01-14,0.0
2009-01-15,0.0
2009-01-16,0.0
2009-01-20,0.0
2009-01-21,0.0
2009-01-22,0.0
2009-01-23,0.0
2009-01-26,0.0
2009-01-27,0.0
2009-01-28,0.0
2009-01-29,0.0
2009-01-30,0.0
2009-02-02,0.0
2009-02-03,0.0
2009-02-04,0.0
2009-02-05,0.0
2009-02-06,0.0
2009-02-09,0.0
2009-02-10,0.0
2009-02-11,0.0
2009-02-12,0.0
2009-02-13,0.0
2009-02-17,0.0
2009-02-18,0.0
2009-02-19,0.0
2009-02-20,0.0
2009-02-23,0.0
2009-02-24,0.0
2009-02-25,0.0
2009-02-26,0.0
2009-02-27,0.0
2009-03-02,0.0
2009-03-03,0.0
2009-03-04,0.0
2009-03-05,0.0
2009-03-06,-0.0019125532100586432
2009-03-09,0.009529563766482002
2009-03-10,0.003373022164284498
2009-03-11,0.0024582469016704587
2009-03-12,0.002977979306294796
2009-03-13,-0.0002535134384771959
2009-03-16,0.0
2009-03-17,0.0
2009-03-18,0.0
2009-03-19,0.0
2009-03-20,0.0
2009-03-23,0.0
2009-03-24,0.0
2009-03-25,0.0
2009-03-26,0.0
2009-03-27,0.0
2009-03-30,0.0
2009-03-31,0.0
2009-04-01,0.0
2009-04-02,0.0
2009-04-03,0.0
2009-04-06,0.0
2009-04-07,0.0
2009-04-08,0.0
2009-04-09,0.0
2009-04-13,0.0
2009-04-14,0.0
2009-04-15,0.0
2009-04-16,0.0
2009-04-17,0.0
2009-04-20,0.0039812233208627625
2009-04-21,-0.0006909619385839661
2009-04-22,-0.001811651152684985
2009-04-23,-0.00015170135852262006
2009-04-24,-0.0017375402530949093
2009-04-27,0.0008495574147914527
2009-04-28,-0.0018047608633911397
2009-04-29,-0.0011994498688578626
2009-04-30,-0.0016752938919320534
2009-05-01,0.0013795251659260283
2009-05-04,0.001484636298257775
2009-05-05,-0.00011335088007625335
2009-05-06,0.0004944283432734473
2009-05-07,-0.0013120725224339495
2009-05-08,-0.0004152642040197446
2009-05-11,0.0022494247094754483
2009-05-12,0.0005223577811050357
2009-05-13,0.001506192001824727
2009-05-14,0.0029209973992588363
2009-05-15,0.0024398974285794487
2009-05-18,-0.004471348830075262
2009-05-19,0.0006332207482144495
2009-05-20,-9.103458126612827e-05
2009-05-21,-0.0022681224906691173
2009-05-22,-0.0031252090548374084
2009-05-26,0.0002818779537104647
2009-05-27,-0.0035755433411182483
2009-05-28,0.001069033083108985
2009-05-29,0.005430483285368126
2009-06-01,-0.004602052117414341
2009-06-02,0.0039115852483284546
2009-06-03,0.0034354586374938604
2009-06-04,-0.002963204890824053
2009-06-05,-0.0036029571235848207
2009-06-08,-0.0015004222611807968
2009-06-09,0.003669299204669377
2009-06-10,-0.001882476576440161
2009-06-11,0.0013691033336900608
2009-06-12,0.0028704932103160207
2009-06-15,0.0034955032444652753
2009-06-16,0.0017769823759793116
2009-06-17,0.002032509270373453
2009-06-18,-0.010090034383182017
2009-06-19,0.004374796220192478
2009-06-22,0.005273468492685859
2009-06-23,0.004559699271543851
2009-06-24,-0.0004175932145290142
2009-06-25,0.0
2009-06-26,0.0
2009-06-29,0.0
2009-06-30,0.0
2009-07-01,0.0
2009-07-02,0.0
2009-07-06,0.0
2009-07-07,0.0
2009-07-08,0.0
2009-07-09,0.0
2009-07-10,0.0
2009-07-13,0.0
2009-07-14,0.0
2009-07-15,0.0
2009-07-16,0.0
2009-07-17,0.0
2009-07-20,0.0
2009-07-21,0.0
2009-07-22,0.0
2009-07-23,0.0
2009-07-24,0.0
2009-07-27,0.0
2009-07-28,0.0
2009-07-29,0.0
2009-07-30,0.0
2009-07-31,0.0
2009-08-03,0.0
2009-08-04,0.0
2009-08-05,0.0
2009-08-06,0.0
2009-08-07,0.0
2009-08-10,0.0
2009-08-11,0.0
2009-08-12,0.0
2009-08-13,0.0
2009-08-14,0.0
2009-08-17,0.0
2009-08-18,0.0
2009-08-19,0.0
2009-08-20,0.0
2009-08-21,0.0
2009-08-24,0.0
2009-08-25,0.0
2009-08-26,0.0
2009-08-27,0.0
2009-08-28,0.0
2009-08-31,0.0
2009-09-01,0.0
2009-09-02,0.0
2009-09-03,0.0
2009-09-04,0.0
2009-09-08,0.0
2009-09-09,0.0
2009-09-10,0.0
2009-09-11,0.0
2009-09-14,0.0
2009-09-15,0.0
2009-09-16,0.0
2009-09-17,0.0
2009-09-18,0.0
2009-09-21,0.0
2009-09-22,0.0
2009-09-23,0.0
2009-09-24,0.0
2009-09-25,0.0
2009-09-28,0.0
2009-09-29,0.0
2009-09-30,0.0
2009-10-01,0.0
2009-10-02,0.0
2009-10-05,0.0
2009-10-06,0.0
2009-10-07,0.0
2009-10-08,0.0
2009-10-09,0.0
2009-10-12,0.0016678707842268446
2009-10-13,0.0012322639503381232
2009-10-14,-0.004378067609682799
2009-10-15,-4.7941376673694914e-05
2009-10-16,0.0005286517695030079
2009-10-19,0.0031297323934333164
2009-10-20,0.0033129100142809433
2009-10-21,-0.003280426431649369
2009-10-22,0.0007370610021672645
2009-10-23,-0.0027635954113509865
2009-10-26,-0.0028214977290347645
2009-10-27,0.00868163572611409
2009-10-28,0.0020252100181885726
2009-10-29,-0.0045065015840230725
2009-10-30,0.009334955528855932
2009-11-02,-0.0038536603908377143
2009-11-03,-0.0037357367758209708
2009-11-04,0.0019145341789084502
2009-11-05,0.00011928877128163729
2009-11-06,0.0013880450038861415
2009-11-09,-0.0011343691063310083
2009-11-10,-0.0003165172081634644
2009-11-11,0.002237208095361857
2009-11-12,-0.0005110152929968237
2009-11-13,0.0028367897429043454
2009-11-16,0.0011823316192389878
2009-11-17,0.001120992325415004
2009-11-18,-0.0011201139499067824
2009-11-19,-9.880982230991333e-05
2009-11-20,-0.0031591087920321602
2009-11-23,0.0004673882583403418
2009-11-24,0.0024404615848050695
2009-11-25,0.0023604749959063157
2009-11-27,-0.0005755033021867367
2009-11-30,0.0
2009-12-01,0.0
2009-12-02,0.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-07,0.0
2009-12-08,0.0
2009-12-09,0.0
2009-12-10,0.0
2009-12-11,0.0
2009-12-14,0.0
2009-12-15,0.0
2009-12-16,0.0008692272417259399
2009-12-17,0.0033196193748557708
2009-12-18,-0.0008271051150071231
2009-12-21,-0.004962311628983117
2009-12-22,-0.004079088539925214
2009-12-23,0.0009031181584710686
2009-12-24,-0.005269641451341137
2009-12-28,-0.000274307930474832
2009-12-29,0.00571813232989867
2009-12-30,-0.0019840176833582196
2009-12-31,-0.0022134856706172226
2010-01-04,-0.001660299077927794
2010-01-05,0.00020413825824536336
2010-01-06,-0.004057963872693961
2010-01-07,-0.0019313905113019655
2010-01-08,0.0005961656785567174
2010-01-11,0.0014518458284167653
2010-01-12,0.0051603888694070395
2010-01-13,-0.004881318316670164
2010-01-14,0.002039291989438347
2010-01-15,0.0025261595242651834
2010-01-19,0.0003634054458944766
2010-01-20,0.0004703358831645848
2010-01-21,0.013236950889322783
2010-01-22,0.0047548955963721004
2010-01-25,-0.0007405913402159853
2010-01-26,0.0
2010-01-27,0.0
2010-01-28,0.0
2010-01-29,0.0
2010-02-01,0.0
2010-02-02,0.0
2010-02-03,0.0
2010-02-04,0.0
2010-02-05,0.0
2010-02-08,0.0
2010-02-09,0.0
2010-02-10,0.0
2010-02-11,0.0
2010-02-12,0.0
2010-02-16,0.0
2010-02-17,0.0
2010-02-18,0.0
2010-02-19,0.0
2010-02-22,0.0
2010-02-23,0.0
2010-02-24,0.0
2010-02-25,0.0
2010-02-26,0.0
2010-03-01,0.0
2010-03-02,0.0
2010-03-03,0.0
2010-03-04,0.0
2010-03-05,0.0
2010-03-08,0.0
2010-03-09,0.0
2010-03-10,0.0
2010-03-11,0.0
2010-03-12,0.0
2010-03-15,0.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-18,0.0
2010-03-19,0.0
2010-03-22,0.0
2010-03-23,0.0
2010-03-24,0.0
2010-03-25,0.0
2010-03-26,0.0
2010-03-29,0.0
2010-03-30,0.0
2010-03-31,0.0
2010-04-01,0.0
2010-04-05,0.0
2010-04-06,0.0
2010-04-07,0.0
2010-04-08,0.0
2010-04-09,0.0
2010-04-12,0.0
2010-04-13,0.0
2010-04-14,0.0
2010-04-15,0.0
2010-04-16,0.0
2010-04-19,0.0
2010-04-20,0.0
2010-04-21,0.0
2010-04-22,0.0
2010-04-23,0.0
2010-04-26,0.0
2010-04-27,0.0
2010-04-28,0.0
2010-04-29,0.0
2010-04-30,0.0
2010-05-03,0.0
2010-05-04,0.0
2010-05-05,0.0
2010-05-06,0.0
2010-05-07,-0.003490492895875018
2010-05-10,0.004509993738960025
2010-05-11,-0.0015053573190123683
2010-05-12,0.006436464600949851
2010-05-13,-0.005622474219775931
2010-05-14,-0.002620641660003058
2010-05-17,-0.002125276927470034
2010-05-18,-0.0038712146101628005
2010-05-19,-0.003433497186203102
2010-05-20,-0.013108304012086324
2010-05-21,-0.0006913197581487499
2010-05-24,-0.0023336260241901283
2010-05-25,0.003808820175717462
2010-05-26,-0.005471089224778239
2010-05-27,0.010140110298882479
2010-05-28,0.001791918767497856
2010-06-01,-0.0011305421196012011
2010-06-02,-0.001050397298986232
2010-06-03,0.0029297517357680406
2010-06-04,-0.00743971772417843
2010-06-07,-0.006228702325791795
2010-06-08,0.0006046399692721763
2010-06-09,0.000524052006497717
2010-06-10,0.0074288934617899585
2010-06-11,-0.002542774533420825
2010-06-14,0.0020772200436767136
2010-06-15,0.0047526507729325
2010-06-16,-0.0005603550344397806
2010-06-17,-0.002676836643630203
2010-06-18,0.0016934207936751392
2010-06-21,-0.0008043609937182785
2010-06-22,-0.006846532287486856
2010-06-23,-0.003808117972417451
2010-06-24,0.0007713509153487523
2010-06-25,0.0003073126992975999
2010-06-28,-0.003720186892156673
2010-06-29,-0.0033517985303883886
2010-06-30,-0.004033973235710371
2010-07-01,0.0008071592114159644
2010-07-02,0.002580632334726265
2010-07-06,-0.0007094152230850514
2010-07-07,0.003856536650948216
2010-07-08,0.003816892935659975
2010-07-09,0.00021025651300192268
2010-07-12,-0.001330702388170565
2010-07-13,0.0023068518127265496
2010-07-14,-0.0006119537284761691
2010-07-15,0.0
2010-07-16,0.0
2010-07-19,0.0
2010-07-20,0.0
2010-07-21,0.0
2010-07-22,0.0
2010-07-23,0.0
2010-07-26,0.0
2010-07-27,0.0
2010-07-28,0.0
2010-07-29,0.0
2010-07-30,0.0
2010-08-02,0.0
2010-08-03,0.0
2010-08-04,0.0
2010-08-05,0.0
2010-08-06,0.0
2010-08-09,0.0
2010-08-10,0.0
2010-08-11,0.0
2010-08-12,0.0
2010-08-13,0.0
2010-08-16,0.0
2010-08-17,0.00281073750999629
2010-08-18,0.00010105877252429491
2010-08-19,-0.002233226221732641
2010-08-20,-0.00040766167870539015
2010-08-23,-0.0021515609886904406
2010-08-24,-0.0057070962233902005
2010-08-25,-0.0027407144591966234
2010-08-26,-0.0017723917048270324
2010-08-27,0.008958075749141819
2010-08-30,-0.0051712294063072425
2010-08-31,-0.0035000274761158613
2010-09-01,0.014517214687097373
2010-09-02,0.00214710358682431
2010-09-03,0.008807832077979255
2010-09-07,-0.0007807783006885931
2010-09-08,0.0
2010-09-09,0.0
2010-09-10,0.0
2010-09-13,0.0
2010-09-14,0.0
2010-09-15,0.0
2010-09-16,0.0
2010-09-17,0.0
2010-09-20,0.0
2010-09-21,0.0
2010-09-22,0.0
2010-09-23,0.0
2010-09-24,0.0
2010-09-27,0.0
2010-09-28,0.0
2010-09-29,0.0
2010-09-30,0.0
2010-10-01,0.0
2010-10-04,0.0
2010-10-05,0.0
2010-10-06,0.0
2010-10-07,0.0
2010-10-08,0.0
2010-10-11,0.0
2010-10-12,0.0
2010-10-13,0.0
2010-10-14,0.0
2010-10-15,0.0
2010-10-18,0.0
2010-10-19,0.0
2010-10-20,0.0
2010-10-21,0.0
2010-10-22,0.0
2010-10-25,0.0
2010-10-26,0.0
2010-10-27,0.0
2010-10-28,0.0
2010-10-29,0.0
2010-11-01,0.0
2010-11-02,0.0
2010-11-03,0.0
2010-11-04,0.0
2010-11-05,0.0
2010-11-08,0.0
2010-11-09,0.0
2010-11-10,0.0
2010-11-11,0.0
2010-11-12,0.0
2010-11-15,0.0
2010-11-16,0.012746547500906959
2010-11-17,-0.004187915605725352
2010-11-18,-0.009947651954066846
2010-11-19,0.0026349231548814167
2010-11-22,0.009193162656101117
2010-11-23,0.010591015925870364
2010-11-24,-0.000726386652996343
2010-11-26,0.0
2010-11-29,0.0
2010-11-30,0.0
2010-12-01,0.0
2010-12-02,0.0
2010-12-03,0.0
2010-12-06,0.004988771344236803
2010-12-07,-0.01045407670877007
2010-12-08,-0.002441637515568133
2010-12-09,0.003154229595967871
2010-12-10,-0.0035945237770923385
2010-12-13,0.006037722031272115
2010-12-14,-0.007637210796653357
2010-12-15,-0.0017601398346812527
2010-12-16,0.0009939346945936239
2010-12-17,0.005419675620036297
2010-12-20,-0.0016395427618384896
2010-12-21,1.6652656736063012e-05
2010-12-22,-0.0024276128179942613
2010-12-23,-0.0003525377401565321
2010-12-27,0.0008044662778218247
2010-12-28,-0.005885293601755037
2010-12-29,0.0028362715939921844
2010-12-30,-0.0004543808977243527
2010-12-31,0.0004451863957776062
2011-01-03,0.0020671544961370536
2011-01-04,-0.0022240010533519246
2011-01-05,-0.00659714918629842
2011-01-06,0.00014427440556432654
2011-01-07,0.005913972607142261
2011-01-10,0.0016415860914564314
2011-01-11,-0.0029377406208521027
2011-01-12,-0.0018502886219981056
2011-01-13,0.0030842036284216908
