t,carry_net
2026-06-27 08:00:00,0.9990187029543505
2026-06-27 16:00:00,0.9990183432144768
2026-06-28 00:00:00,0.9990567182061981
2026-06-28 08:00:00,0.9990814802984982
2026-06-28 16:00:00,0.9990998517737468
2026-06-29 00:00:00,0.9990800713913781
2026-06-29 08:00:00,0.9991043088926466
2026-06-29 16:00:00,0.9991476605727563
2026-06-30 00:00:00,0.999208111683705
2026-06-30 08:00:00,0.9992416016362098
2026-06-30 16:00:00,0.999296072512143
2026-07-01 00:00:00,0.9993536041450269
2026-07-01 08:00:00,0.9993725947771174
2026-07-01 16:00:00,0.99938504574341
2026-07-02 00:00:00,0.999412924171737
2026-07-02 08:00:00,0.9994521789113754
2026-07-02 16:00:00,0.9994903015813753
2026-07-03 00:00:00,0.9995366028070644
2026-07-03 08:00:00,0.9995827213561841
2026-07-03 16:00:00,0.9996047071355944
2026-07-04 00:00:00,0.9996620715387917
2026-07-04 08:00:00,0.9997268360785057
2026-07-04 16:00:00,0.9997561439657936
2026-07-05 00:00:00,0.9998260472960214
2026-07-05 08:00:00,0.9998916088235528
2026-07-05 16:00:00,0.9999016647144265
2026-07-06 00:00:00,0.999957347624103
2026-07-06 08:00:00,1.0000293795500304
2026-07-06 16:00:00,1.0000497433271107
2026-07-07 00:00:00,1.000120764034006
2026-07-07 08:00:00,1.0001469926369753
2026-07-07 16:00:00,1.0001572796939717
2026-07-08 00:00:00,1.0001692002104376
2026-07-08 08:00:00,1.0002134315828455
2026-07-08 16:00:00,1.0002809819152245
2026-07-09 00:00:00,1.0003211980186102
2026-07-09 08:00:00,1.0003019765697194
2026-07-09 16:00:00,1.0003266195995082
2026-07-10 00:00:00,1.0003579952383599
2026-07-10 08:00:00,1.0003975367851148
2026-07-10 16:00:00,1.0004217211084085
2026-07-11 00:00:00,1.0004524503560095
2026-07-11 08:00:00,1.0004172068387596
2026-07-11 16:00:00,1.000416735488162
2026-07-12 00:00:00,1.0004285500999197
2026-07-12 08:00:00,1.0004317911835245
2026-07-12 16:00:00,1.0004440015790348
2026-07-13 00:00:00,1.00044467644761
2026-07-13 08:00:00,1.0004363034221642
2026-07-13 16:00:00,1.0004814271192108
2026-07-14 00:00:00,1.000499823900296
2026-07-14 08:00:00,1.0005034380411324
2026-07-14 16:00:00,1.000546796185026
2026-07-15 00:00:00,1.0005858244333452
2026-07-15 08:00:00,1.0006368614389478
2026-07-15 16:00:00,1.0006412864712078
2026-07-16 00:00:00,1.0006833431740625
2026-07-16 08:00:00,1.0007129249269802
2026-07-16 16:00:00,1.000721205656901
2026-07-17 00:00:00,1.0007549035068837
2026-07-17 08:00:00,1.0007933002941396
2026-07-17 16:00:00,1.0008185439174755
2026-07-18 00:00:00,1.000806337301703
2026-07-18 08:00:00,1.0008108792927204
2026-07-18 16:00:00,1.000830807419983
2026-07-19 00:00:00,1.0008287700226024
2026-07-19 08:00:00,1.0008568983116246
2026-07-19 16:00:00,1.0009011374960748
2026-07-20 00:00:00,1.0009032077745328
2026-07-20 08:00:00,1.0008774632769575
2026-07-20 16:00:00,1.0008717025517868
2026-07-21 00:00:00,1.0008820522875963
2026-07-21 08:00:00,1.000884734013106
2026-07-21 16:00:00,1.0008703598610917
2026-07-22 00:00:00,1.0008805031681385
2026-07-22 08:00:00,1.0008383876595552
2026-07-22 16:00:00,1.0008409919018275
2026-07-23 00:00:00,1.0008471691911884
